loss,val_loss,PSNR,MS_SSIM,val_PSNR,val_MS_SSIM,lr
0.1173443155538322,0.0898178348938624,15.333695411682127,0.4520729482173919,16.72454071044922,0.5368937849998474,0.001
0.101927866665726,0.07223138846457,16.251007080078125,0.5052668452262878,17.676898956298828,0.5823112726211548,0.001
0.0929387118189762,0.0809315117696921,16.82102394104004,0.542120099067688,17.624656677246094,0.5872219800949097,0.001
0.0914123320044615,0.077856812501947,16.900028228759766,0.5549106597900391,17.77667236328125,0.6064475178718567,0.001
0.0856519415337815,0.0941187359392643,17.286846160888672,0.58232182264328,17.071447372436523,0.597694993019104,0.001
0.0863827796828033,0.0747300652166207,17.362407684326172,0.6070113778114319,17.996551513671875,0.6344723105430603,0.001
0.0839935310630716,0.061301714554429,17.445980072021484,0.6172441840171814,18.2409782409668,0.6421157121658325,0.001
0.0825724533289416,0.0793508062760035,17.68993377685547,0.6321350336074829,18.02438735961914,0.625230073928833,0.001
0.0777993626956246,0.084854623923699,17.88117790222168,0.6506497263908386,18.102617263793945,0.6717769503593445,0.001
0.0791578502672859,0.066404956827561,17.857322692871094,0.6532846689224243,18.4578800201416,0.656932532787323,0.001
0.0753594464025436,0.0644790202379226,18.08143424987793,0.6577664613723755,18.55619430541992,0.6753785610198975,0.0005
0.0740048042856729,0.0597601766387621,18.18083000183105,0.6614172458648682,18.597505569458008,0.6855149865150452,0.0005
0.0721749962331392,0.0569133994479974,18.28249931335449,0.668550968170166,18.91560935974121,0.6770962476730347,0.0005
0.0712104418720954,0.0572232272475957,18.372390747070312,0.6742628216743469,18.79827308654785,0.673271656036377,0.0005
0.0729358131304765,0.0562902557353178,18.22937393188477,0.6718161106109619,18.699928283691406,0.6615434288978577,0.0005
0.071022673167734,0.0645072234173615,18.342681884765625,0.6712813377380371,18.515024185180664,0.6876813173294067,0.0005
0.0691423863172531,0.0703112918883562,18.450746536254883,0.6771642565727234,18.40236091613769,0.6862503886222839,0.0005
0.0707730105799487,0.0550910634299119,18.37886047363281,0.6719812154769897,18.8652458190918,0.6833037734031677,0.0005
0.0709161858082327,0.0564438206454118,18.372249603271484,0.6770884394645691,18.69287109375,0.6690315008163452,0.0005
0.0692148283760771,0.0530927858004967,18.44513511657715,0.6778483986854553,18.872114181518555,0.6918202638626099,0.0005
0.0681767910718917,0.051912614579002,18.50310707092285,0.6835564374923706,19.07561492919922,0.6888516545295715,0.00025
0.0664479328144309,0.0529612043251593,18.63393211364746,0.6847779750823975,18.99785041809082,0.7011352777481079,0.00025
0.0663901578921538,0.0520992842813332,18.598777770996094,0.6873723268508911,18.953149795532227,0.6991102695465088,0.00025
0.0678368070059352,0.0520992839088042,18.5948543548584,0.6855242848396301,19.00294685363769,0.690956711769104,0.00025
0.0661546500383788,0.053132909660538,18.64170455932617,0.6877799034118652,18.922611236572266,0.68735271692276,0.00025
0.0668366574960896,0.0504451096057891,18.6046085357666,0.6847627758979797,19.068330764770508,0.6968104839324951,0.00025
0.0654649881279876,0.0517573624849319,18.761943817138672,0.6902806162834167,19.008455276489254,0.6998981833457947,0.00025
0.0637768385374648,0.0523926839232444,18.82304954528809,0.6870660185813904,19.05332946777344,0.7018489241600037,0.00025
0.0656518728878253,0.0538568776100873,18.72310256958008,0.6890264749526978,18.96041679382324,0.6926103830337524,0.00025
0.0659052812072456,0.053443980589509,18.673486709594727,0.6873763203620911,18.92321014404297,0.6929379105567932,0.00025
0.0653988509478732,0.0523904851327339,18.75612068176269,0.691656768321991,19.057701110839844,0.6895723938941956,0.000125
0.0627346618944763,0.0509327435245116,18.805076599121094,0.6932700872421265,19.076492309570312,0.704581618309021,0.000125
0.064632381288669,0.0511505177865425,18.75502586364746,0.6921924948692322,19.121320724487305,0.6985418796539307,0.000125
0.0631750436802195,0.0500637348741292,18.815860748291016,0.6947280168533325,19.05527877807617,0.6921583414077759,0.000125
0.063202127846133,0.0513939133534828,18.819868087768555,0.687937319278717,19.046649932861328,0.695951521396637,0.000125
0.0632046318461752,0.0535540105154116,18.80293846130371,0.692395806312561,19.136638641357425,0.7004350423812866,0.000125
0.0620300735418613,0.0516415120412906,18.88940048217773,0.6918541789054871,19.080005645751957,0.7013700604438782,0.000125
0.0637350727796045,0.0509045086801052,18.848241806030277,0.6917591094970703,19.216827392578125,0.7079928517341614,0.000125
0.0622881301320516,0.0507251928249994,18.90771102905273,0.6888100504875183,19.12216567993164,0.701835036277771,0.000125
0.0632219279869499,0.051372917741537,18.83997344970703,0.6945129036903381,19.02843475341797,0.6989234089851379,0.000125
0.0610174423991105,0.051588820045193,18.961618423461918,0.6926036477088928,19.033998489379883,0.7068173885345459,6.25e-05
0.0632996045244045,0.0514356623093287,18.92329216003418,0.6912636160850525,19.04884529113769,0.7026658654212952,6.25e-05
0.0617285324021791,0.0496725310881932,18.962570190429688,0.6908180117607117,19.104103088378903,0.7024822235107422,6.25e-05
0.0599274173633665,0.0498230641086896,19.004514694213867,0.6910456418991089,19.11186790466309,0.6994849443435669,6.25e-05
0.0619293238935817,0.0514630869030952,18.94083404541016,0.6926286816596985,19.09256172180176,0.7111184000968933,6.25e-05
0.0616100897582677,0.0512146193534135,18.91722869873047,0.6933836936950684,19.0699520111084,0.705101728439331,6.25e-05
0.0594790033422983,0.0503665837148825,19.042625427246094,0.6981543898582458,19.024658203125,0.7051766514778137,6.25e-05
0.0615890267758797,0.0498858234534661,18.92775535583496,0.6939717531204224,19.14068603515625,0.7074295878410339,6.25e-05
0.0611962680505891,0.0494930521895488,18.988113403320312,0.6953122615814209,19.152591705322266,0.709770143032074,6.25e-05
0.0619454392446921,0.0519825772692759,18.94118881225586,0.6904715299606323,19.14266014099121,0.7053900957107544,6.25e-05
0.061245142235460445,0.050907090802987415,19.02485466003418,0.699144184589386,19.092914581298828,0.7100850343704224,1e-05
0.0592922108550357,0.05006610415875912,19.10865592956543,0.7013415694236755,19.134859085083008,0.7102513909339905,1e-05
0.06141628280409381,0.05288276920715968,19.0131778717041,0.6982859373092651,19.154558181762695,0.7122988700866699,1e-05
0.060219235718250275,0.05268813582758109,19.018632888793945,0.693394660949707,19.01340103149414,0.701319694519043,1e-05
0.05967210277787641,0.04983597844839096,19.072168350219727,0.6989859342575073,19.099464416503906,0.7109634280204773,1e-05
0.061942884491549596,0.04957633428275585,18.988658905029297,0.6952353715896606,19.079893112182617,0.7086896300315857,1e-05
0.05897213894332576,0.05043730822702249,19.06488037109375,0.6981396079063416,19.129634857177734,0.7076603770256042,1e-05
0.060234462348823875,0.049857827151815096,19.008075714111328,0.696144163608551,19.19444465637207,0.6988263726234436,1e-05
0.061885031242655895,0.04969908719261487,18.998897552490234,0.7003441452980042,19.148391723632812,0.7027172446250916,1e-05
0.060773652556360275,0.05413495264947414,18.99404525756836,0.6950092911720276,19.109256744384766,0.7093828916549683,1e-05
0.061802394624449246,0.0515565766642491,18.957895278930664,0.6970992684364319,19.127517700195312,0.7080434560775757,5e-06
0.059802123751395785,0.05088873182733854,19.04233169555664,0.6950129270553589,19.109771728515625,0.7111440896987915,5e-06
0.05998751543398596,0.04989112777014573,18.99696922302246,0.6999920606613159,19.116771697998047,0.7043290138244629,5e-06
0.06308316964751635,0.05492231249809265,18.890718460083008,0.6949494481086731,19.094324111938477,0.7064394950866699,5e-06
0.060471909741560616,0.05018824612100919,19.066293716430664,0.6969055533409119,19.120529174804688,0.7105632424354553,5e-06
0.061294430214115694,0.05142552964389324,18.995830535888672,0.6952701807022095,19.15766143798828,0.7085105180740356,5e-06
0.06121396152382223,0.052923286457856496,18.977745056152344,0.6990638971328735,19.093984603881836,0.7090511322021484,5e-06
0.06036505071271179,0.049457495535413426,19.0402889251709,0.6976470947265625,19.192346572875977,0.6944443583488464,5e-06
0.06048843264579773,0.05296791655321916,19.044042587280273,0.6965730786323547,19.189937591552734,0.7033684253692627,5e-06
0.059760805601492904,0.05311513269941012,19.046846389770508,0.697495698928833,19.03521728515625,0.7090112566947937,5e-06
0.06104332781755007,0.05135018055637677,19.006244659423828,0.6964161396026611,19.072229385375977,0.7084058523178101,2.5e-06
0.0592193242130626,0.05125775250295798,19.112802505493164,0.6956473588943481,19.09908103942871,0.7091615200042725,2.5e-06
0.059959444352704235,0.04971120568613211,19.049407958984375,0.6963346004486084,19.140453338623047,0.7091056108474731,2.5e-06
0.059572693660982654,0.04932958446443081,19.00662612915039,0.6956537961959839,19.176347732543945,0.7046820521354675,2.5e-06
0.05972573708774697,0.04936043731868267,19.019115447998047,0.6958997845649719,19.172128677368164,0.7055409550666809,2.5e-06
0.060733814079027906,0.05151229749123255,19.015230178833008,0.6952029466629028,19.1013126373291,0.7106759548187256,2.5e-06
0.05917448521806644,0.049659300968050955,19.10740852355957,0.6991910338401794,19.151721954345703,0.706110954284668,2.5e-06
0.060636498989203036,0.050943356255690256,18.977863311767578,0.6953444480895996,19.117387771606445,0.7028212547302246,2.5e-06
0.060137292290599935,0.04985610619187355,19.034273147583008,0.6987943649291992,19.192028045654297,0.7054088115692139,2.5e-06
0.06148902387318448,0.05081147588789463,19.000154495239258,0.6946728229522705,19.092071533203125,0.7073768377304077,2.5e-06
0.05981449929312763,0.04943748600780964,19.05997657775879,0.6960799694061279,19.1867618560791,0.7110683917999268,1.25e-06
0.0605380831238551,0.05322758083542188,18.99247932434082,0.698262095451355,19.140073776245117,0.7008805274963379,1.25e-06
0.05907452087371777,0.049520914008220035,19.047832489013672,0.6970951557159424,19.15208625793457,0.7049604058265686,1.25e-06
0.060337075151694126,0.05024095326662063,19.024593353271484,0.694312572479248,19.1279239654541,0.7009478211402893,1.25e-06
0.06015101307605067,0.05180360699693362,19.025129318237305,0.6953763961791992,19.104398727416992,0.7004867196083069,1.25e-06
0.05953892766155748,0.050334291408459346,19.050960540771484,0.6975210309028625,19.126972198486328,0.7055167555809021,1.25e-06
0.060122583443537735,0.05060003660619259,19.037979125976562,0.6983722448348999,19.132022857666016,0.7057667374610901,1.25e-06
0.061379223520684444,0.05004348953564962,19.006567001342773,0.6984565258026123,19.09041976928711,0.7093442678451538,1.25e-06
0.060153897756185286,0.04954171081384023,19.022016525268555,0.6963164806365967,19.183744430541992,0.7067269682884216,1.25e-06
0.06001585591425244,0.050713424136241275,19.035303115844727,0.6980417370796204,19.08647918701172,0.7049015164375305,1.25e-06
0.06088866911128036,0.04940090303619703,19.005516052246094,0.693505585193634,19.154298782348633,0.7017431855201721,6.25e-07
0.06169794187841252,0.052254357685645424,18.96131134033203,0.6964927315711975,19.048078536987305,0.7023664116859436,6.25e-07
0.05995289089842739,0.051692574347058935,19.03339385986328,0.6979060769081116,19.058883666992188,0.7031201720237732,6.25e-07
0.06097288171832378,0.05033969506621361,19.01697540283203,0.6950956583023071,19.132553100585938,0.7076159715652466,6.25e-07
0.06041041207619202,0.05090832511583964,18.99677848815918,0.6996185779571533,19.134984970092773,0.7023209929466248,6.25e-07
0.06142027106167924,0.05112580669422944,18.998319625854492,0.6984321475028992,19.082111358642578,0.6978164911270142,6.25e-07
0.06009239865801273,0.04949523496131102,18.963581085205078,0.6928725838661194,19.134504318237305,0.7057424187660217,6.25e-07
0.06004205457547791,0.050957816342512764,19.027616500854492,0.6973175406455994,19.07925033569336,0.7046339511871338,6.25e-07
0.06020266151963136,0.05095087600251039,19.047523498535156,0.698165237903595,19.11733055114746,0.7038763761520386,6.25e-07
0.06258675519727235,0.05115137944618861,18.924291610717773,0.6972692012786865,19.0449275970459,0.7026458978652954,6.25e-07
